,,Report Time (dynamic),2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-08,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-07,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06,2026-06
Country Name,Store Shopping Mission,Brand Name,Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP",Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP",Selection,Active Merchants,"Δ %, Active Merchants PP",Merchant Availability Rate,"Δ ppt, Merchant Availability Rate PP",SKU Availability,"Δ ppt, SKU Availability PP",Value,"Eater Frees, AOV %","Δ %, Eater Fees, AOV % PP","Item-Level Promo, GMV %","Δ %, Item-Level Promo Share PP","Campaigns Discount, GMV %","Δ %, Campaigns Promo Share PP",Orders with Delivery Fee Campaign,"Δ ppt, Orders with Delivery Fee Campaign PP",Service,"Not-delivered orders, %","Δ ppt, Not-Delivered Orders PP","Total Delivery Time, min","Δ %, Total Delivery Time PP",Late Delivery (10+min) Rate,"Δ ppt, Late Delivery (10+min) Rate PP",Order Defect Rate,"Δ ppt, Order Defect Rate PP",Order Replacement Rate,"Δ ppt, Order Replacement Rate PP",CS Ticket Order Rate,"Δ ppt, CS Ticket Rate PP"
Ukraine,Flower Shops,RWW.ART,34.907302856,1,0%,95%,-5.,,,34.907302856,9%,-0.9,0%,-3.4,0%,-1.5,0%,-14.3,34.907302856,50%,50.,30,-77%,0%,0.,0%,0.,,,0%,-14.3,255.432281494,1,0%,100%,13.2,,,255.432281494,10%,2.8,3%,3.4,1%,1.5,14%,14.3,255.432281494,0%,0.,132,360%,0%,0.,0%,0.,,,14%,14.3,151.892196655,1,,87%,,,,151.892196655,7%,,0%,,0%,,0%,,151.892196655,0%,,29,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,OBEER,33.676307678,1,0%,38%,-38.1,,,33.676307678,18%,-3.,0%,0.,0%,0.,0%,0.,33.676307678,20%,-24.4,19,-14%,0%,0.,0%,0.,,,0%,0.,81.215591431,1,0%,76%,-15.6,,,81.215591431,21%,1.5,0%,0.,0%,0.,0%,0.,81.215591431,44%,0.7,22,13%,0%,0.,0%,0.,,,0%,0.,79.465049744,1,,92%,,,,79.465049744,19%,,0%,,0%,,0%,,79.465049744,44%,,20,,0%,,0%,,,,0%,
Ukraine,Grocery Stores,CHAI_PV,33.448467255,1,0%,100%,71.2,,,33.448467255,7%,,0%,,0%,,0%,,33.448467255,0%,,65,,0%,,0%,,,,0%,,0,1,,29%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Grocery Stores,BRONZE,29.576152802,1,0%,100%,0.,,,29.576152802,22%,8.4,0%,0.,0%,0.,0%,0.,29.576152802,0%,-16.7,55,-18%,0%,-16.7,0%,0.,,,0%,0.,112.318450928,1,0%,100%,0.,,,112.318450928,13%,-4.,0%,0.,0%,0.,0%,0.,112.318450928,17%,16.7,66,7%,17%,-3.3,0%,0.,,,0%,0.,81.356552124,1,,100%,,,,81.356552124,17%,,0%,,0%,,0%,,81.356552124,0%,,62,,20%,,0%,,,,0%,
Ukraine,Alcohol Stores,ROCKBEER,28.909759521,1,0%,100%,0.,,,28.909759521,25%,-6.5,0%,0.,13%,13.,100%,100.,28.909759521,0%,0.,36,9%,0%,0.,0%,0.,,,50%,0.,26.433408737,1,0%,100%,31.1,,,26.433408737,31%,21.2,0%,0.,0%,0.,0%,0.,26.433408737,0%,-25.,33,51%,0%,0.,0%,0.,,,50%,50.,33.826049805,1,,69%,,,,33.826049805,10%,,0%,,0%,,0%,,33.826049805,25%,,22,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,LOCATSIA 2 ALCOHOL,24.263500214,1,0%,83%,15.4,,,24.263500214,10%,-2.4,0%,0.,0%,0.,0%,0.,24.263500214,50%,50.,31,21%,0%,0.,0%,0.,,,0%,0.,16.805021286,1,0%,68%,-12.6,,,16.805021286,13%,,0%,,0%,,0%,,16.805021286,0%,-100.,26,,0%,0.,0%,0.,,,0%,-50.,0,1,,81%,,,,0,,,,,,,,,0,100%,,,,0%,,0%,,,,50%,
Ukraine,Alcohol Stores,1.0.0 RADS BAR,23.202257156,1,0%,77%,-11.4,,,23.202257156,11%,-2.6,100%,100.,33%,32.5,100%,100.,23.202257156,67%,-16.7,35,55%,0%,0.,0%,0.,,,0%,0.,12.906966209,1,0%,89%,28.4,,,12.906966209,14%,-22.3,0%,0.,0%,0.,0%,0.,12.906966209,83%,50.,23,-3%,0%,0.,0%,0.,,,0%,-16.7,26.463321686,1,,60%,,,,26.463321686,36%,,0%,,0%,,0%,,26.463321686,33%,,23,,0%,,0%,,,,17%,
Ukraine,Convenience Stores,CRAFT BEER MARKET,22.132396698,1,0%,96%,-2.1,,,22.132396698,8%,,100%,,22%,,100%,,22.132396698,0%,,31,,0%,,0%,,,,0%,,0,1,0%,98%,-0.4,,,0,,,,,,,,,0,,,,,,,,,,,,,10.561288834,1,,99%,,,,10.561288834,14%,,100%,,28%,,100%,,10.561288834,0%,,26,,0%,,0%,,,,0%,
Ukraine,Flower Shops,KATRIN'S FLOWERS,20.738498688,1,0%,65%,4.2,,,20.738498688,11%,5.4,0%,0.,0%,0.,0%,0.,20.738498688,0%,0.,34,-27%,0%,0.,0%,0.,,,0%,0.,55.796073914,1,0%,61%,15.,,,55.796073914,5%,-13.4,0%,0.,0%,0.,0%,0.,55.796073914,0%,0.,47,65%,0%,0.,0%,0.,,,0%,0.,16.443254471,1,,46%,,,,16.443254471,19%,,0%,,0%,,0%,,16.443254471,0%,,28,,0%,,0%,,,,0%,
Ukraine,Flower Shops,MILLION FLOWERS,19.752092361,13,,12%,,,,19.752092361,11%,,0%,,0%,,0%,,19.752092361,0%,,47,,0%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Flower Shops,RV-FLOWER,19.236974716,1,0%,35%,-9.2,,,19.236974716,11%,-0.3,100%,100.,46%,46.3,100%,100.,19.236974716,67%,66.7,43,-22%,0%,0.,0%,0.,,,0%,-50.,51.053016663,1,0%,45%,-3.9,,,51.053016663,11%,-5.5,0%,0.,0%,0.,0%,0.,51.053016663,0%,-50.,55,-13%,0%,-16.7,0%,0.,,,50%,50.,53.958816528,1,,49%,,,,53.958816528,16%,,0%,,0%,,0%,,53.958816528,50%,,63,,17%,,0%,,,,0%,
Ukraine,Alcohol Stores,BREWMEN,18.055778503,1,0%,66%,-24.3,,,18.055778503,7%,,100%,,21%,,100%,,18.055778503,0%,,89,,100%,,0%,,,,0%,,0,1,0%,90%,-1.7,,,0,,,,,,,,,0,,,,,,,,,,,,,44.412185669,1,,92%,,,,44.412185669,13%,,100%,,24%,,100%,,44.412185669,0%,,31,,20%,,0%,,,,20%,
Ukraine,Alcohol Stores,PINA.BEER,17.484111786,1,0%,97%,5.,,,17.484111786,13%,,100%,,18%,,0%,,17.484111786,0%,,18,,0%,,0%,,,,0%,,0,1,0%,92%,-1.4,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,93%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYN ROZLYVNOHO PYVA PYVOTEKA,17.254817963,1,0%,92%,1.3,,,17.254817963,17%,-7.4,0%,0.,0%,0.,0%,0.,17.254817963,0%,-25.,21,7%,0%,0.,0%,0.,,,0%,0.,24.013954163,1,0%,91%,1.2,,,24.013954163,25%,4.,0%,-54.2,0%,-15.9,0%,-74.1,24.013954163,25%,25.,19,-23%,0%,0.,0%,0.,,,0%,-3.7,343.355560303,1,,90%,,,,343.355560303,21%,,54%,,16%,,74%,,343.355560303,0%,,25,,0%,,0%,,,,4%,
Ukraine,Alcohol Stores,PYVO BILYA TEBE,16.863773346,1,0%,11%,-62.3,,,16.863773346,6%,-39.8,100%,100.,46%,46.,0%,0.,16.863773346,0%,-66.7,30,6%,0%,0.,0%,0.,,,0%,0.,5.82646656,1,0%,74%,-2.4,,,5.82646656,45%,12.9,0%,0.,0%,0.,0%,0.,5.82646656,67%,38.1,28,34%,0%,0.,0%,0.,,,0%,0.,28.26279068,1,,76%,,,,28.26279068,32%,,0%,,0%,,0%,,28.26279068,29%,,21,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,KRAN KHARKIV,16.384782314,3,0%,26%,-1.2,,,16.384782314,17%,0.8,0%,0.,4%,3.6,50%,50.,16.384782314,0%,0.,32,-56%,0%,0.,0%,0.,,,0%,0.,189.875782013,3,0%,27%,-1.5,,,189.875782013,16%,0.8,0%,0.,0%,0.,0%,0.,189.875782013,0%,0.,72,291%,0%,0.,0%,0.,,,0%,0.,24.391065598,3,,28%,,,,24.391065598,15%,,0%,,0%,,0%,,24.391065598,0%,,18,,0%,,0%,,,,0%,
Ukraine,Specialty Stores,SKHIDNA TOCHKA,16.14383316,2,0%,88%,23.6,,,16.14383316,6%,,100%,,47%,,0%,,16.14383316,0%,,28,,0%,,0%,,,,0%,,0,2,,64%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,HMILNYJ,14.275140762,1,0%,42%,8.2,,,14.275140762,51%,6.3,0%,0.,0%,0.,0%,0.,14.275140762,0%,0.,20,-2%,0%,0.,0%,0.,,,0%,0.,7.655326366,1,0%,34%,-26.7,,,7.655326366,45%,24.,0%,0.,0%,0.,0%,0.,7.655326366,0%,-50.,20,-21%,0%,0.,0%,0.,,,0%,0.,6.471510887,1,,61%,,,,6.471510887,21%,,0%,,0%,,0%,,6.471510887,50%,,26,,0%,,0%,,,,0%,
Ukraine,Tobacco Stores,TATO VAPE,13.577679634,1,,50%,50.4,,,13.577679634,28%,,0%,,0%,,0%,,13.577679634,33%,,36,,0%,,0%,,,,0%,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Pet Shops,,13.137181282,1,0%,100%,59.7,19%,-1.,13.137181282,0%,,0%,,0%,,0%,,13.137181282,0%,-100.,611,,,,0%,0.,,,0%,0.,0,1,,40%,,20%,,0,,,,,,,,,0,100%,,,,0%,,0%,,,,0%,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,MAHAZYNKAFE KEGA,11.07376194,1,0%,91%,-4.1,,,11.07376194,12%,,100%,,51%,,100%,,11.07376194,0%,,17,,0%,,0%,,,,0%,,0,1,0%,95%,1.7,,,0,,,,,,,,,0,,,,,,,,,,,,,71.452705383,1,,93%,,,,71.452705383,22%,,31%,,13%,,0%,,71.452705383,17%,,30,,0%,,0%,,,,0%,
Ukraine,Pet Shops,GROOM HRUM,10.767287254,1,0%,99%,39.5,,,10.767287254,10%,,0%,,3%,,100%,,10.767287254,0%,-100.,15,,0%,0.,0%,0.,,,0%,0.,0,1,,59%,,,,0,,,,,,,,,0,100%,,,,0%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,PODVAPYVA,10.037323952,1,0%,89%,35.4,,,10.037323952,39%,,0%,,0%,,0%,,10.037323952,0%,,21,,0%,,0%,,,,0%,,0,1,0%,54%,-2.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,56%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,KHMILNA KOMORA,7.804033756,1,,87%,,,,7.804033756,14%,,0%,,0%,,0%,,7.804033756,0%,,35,,0%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,GANESHABEER,7.637294769,1,0%,4%,-77.3,,,7.637294769,20%,0.7,0%,-8.8,0%,-4.4,0%,-13.3,7.637294769,0%,0.,14,-37%,0%,-6.7,0%,0.,,,0%,0.,152.356582642,1,0%,81%,-16.5,,,152.356582642,19%,0.8,9%,-42.2,4%,-7.3,13%,-27.8,152.356582642,0%,-8.1,23,8%,7%,6.7,0%,0.,,,0%,-2.7,367.100158691,1,,98%,,,,367.100158691,18%,,51%,,12%,,41%,,367.100158691,8%,,21,,0%,,0%,,,,3%,
Ukraine,Alcohol Stores,KHMELIAR,6.863959312,1,0%,98%,6.4,,,6.863959312,13%,,0%,,0%,,0%,,6.863959312,50%,,26,,0%,,0%,,,,50%,,0,1,0%,92%,24.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,67%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,VINNIBEER,6.325369835,1,0%,64%,-21.,,,6.325369835,23%,5.1,0%,0.,0%,0.,0%,0.,6.325369835,80%,80.,19,13%,0%,0.,0%,0.,,,0%,0.,9.27534771,1,0%,85%,-8.3,,,9.27534771,18%,-0.5,0%,-44.1,0%,-12.7,0%,-16.7,9.27534771,0%,-14.3,17,-31%,0%,0.,0%,0.,,,0%,0.,84.777236938,1,,93%,,,,84.777236938,18%,,44%,,13%,,17%,,84.777236938,14%,,25,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,KELYH,6.25737381,1,,15%,14.8,,,6.25737381,36%,,0%,,0%,,0%,,6.25737381,0%,,49,,0%,,0%,,,,0%,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Flower Shops,FLEUR DELICATE,3.471823454,1,0%,26%,-42.4,,,3.471823454,202%,178.9,0%,-57.7,0%,-15.3,0%,-33.3,3.471823454,50%,10.,43,-76%,0%,0.,0%,0.,,,0%,0.,101.072120667,1,0%,68%,-2.2,,,101.072120667,23%,12.5,58%,57.7,15%,15.3,33%,33.3,101.072120667,40%,40.,182,-21%,0%,-20.,0%,0.,,,0%,0.,188.484466553,1,,70%,,,,188.484466553,11%,,0%,,0%,,0%,,188.484466553,0%,,232,,20%,,0%,,,,0%,
Ukraine,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,,GROCERY TEST,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,0%,-6.5,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,6%,,,,0,,,,,,,,,0,100%,,,,0%,,50%,,100%,,0%,
Ukraine,,LE CLOUD STORE,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,LIKI24,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,,LIPYMO TA VARYMO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,,RUKAVYCHKA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,100ML WHISKEY SHOP,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,1888COFFEETEAM,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,ASBEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BARREL KHA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEE R,0,0,-100%,0%,-22.7,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,23%,-24.7,,,0,,,,,,,,,0,100%,66.7,,,0%,0.,0%,0.,,,0%,-11.1,79.608139038,1,,47%,,,,79.608139038,20%,,96%,,12%,,0%,,79.608139038,33%,,28,,0%,,0%,,,,11%,
Ukraine,Alcohol Stores,BEER AND CO,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER AND FOOD,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER BAR,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER BEN,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER BROTHERS,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER CLOUD,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER HUB,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER KEG,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER KING,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER MUG,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER STATION 13,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER TIME UZH,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER TOWN,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER WAY,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER&FISH,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERBERSHOP,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,,,,,0,,,,,,,,,0,,,,,,,,,,,,,5.065492153,1,,25%,,,,5.065492153,45%,,0%,,0%,,0%,,5.065492153,0%,,20,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,BEERCOOL,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERCRAFT,0,0,-100%,0%,-18.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,0%,19%,-33.9,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,53%,,,,0,,,,,,,,,0,100%,,,,0%,,,,,,0%,
Ukraine,Alcohol Stores,BEERCULT,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERKA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERLAB,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERMAX,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERSET,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEERSHOP LABEERINT,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BEER_HOME,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,BERLOGA,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BLESS BEER,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BOBEER STORE,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BOTTLE MARKET,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
Ukraine,Alcohol Stores,BREW ELIT,0,0,-100%,0%,-1.7,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1,,2%,,,,0,,,,,,,,,0,100%,,,,0%,,0%,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Alcohol Stores,BRO-BEER,0,0,,0%,0.,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,-100%,0%,-43.2,,,0,,,,,,,,,0,,,,,,,,,,,,,19.792327881,1,,43%,,,,19.792327881,22%,,0%,,0%,,0%,,19.792327881,0%,,42,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,BUKOVYNSKA KHATA,0,1,0%,0%,-65.6,,,0,,,,,,,,,0,,,,,,,,,,,,,6.244567394,1,0%,66%,-8.1,,,6.244567394,33%,14.8,100%,100.,26%,17.9,100%,0.,6.244567394,0%,0.,37,5%,0%,0.,0%,0.,,,0%,0.,27.012094498,1,,74%,,,,27.012094498,18%,,0%,,8%,,100%,,27.012094498,0%,,36,,0%,,0%,,,,0%,
Ukraine,Alcohol Stores,CAFFEINE GASTRO PUB,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0,,0%,,,,0,,,,,,,,,0,,,,,,,,,,,,
